,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
633,12/marzo/2019,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,SAÚL SILVA MANCILLAS(Elabora),CONDENATORIO,SE DEMOSTRO EXISTENCIA DE HECHO Y PARTICIPACION,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXp8AlVS/UJr4u3uTUMeHFPlEeuZ8NF+6aulIKT37c3nIFDXSfj6Bg+d06abzqxeGukX16Rii6DIN0OCcAC/5bwZG2oAx4Hlm+C+NQc0fgrtMG9j4Ol53rUz3vKOYkFMB+Ip57NupVgK1nCNJ8Jc+jyC+cvp1TLg2d9pcGH0nbjaqmHdORuLvC/4TmqlpNTTSQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46550-e2a57911-c803-4c34-9286-d9a888d2f42e.pdf
634,12/marzo/2019,31/julio/2019,ROBO CON VIOLENCIA,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,SE DICTA SENTENCIA DE CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWCaDlzRLhgDGObf1ZEdrb+Qc+AuUgG3FF0KsdXQnN46fVm/1nJMlq5r6C7SDLSyYBpZbS1YjuJcyU51J4znMOuNNHCvGgcUSWRE5O1Z7O4si1GSXyk+K7YGvI1A+v5ZTGw3DgLX53tkGjcJiNUaLfgbx5Jk1nFgcf+XEDN02JtHVSDpk4QlNCV2NTabxvGLLc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46552-1700c051-3850-4aed-bb65-04e2f955148d.pdf
635,12/marzo/2019,05/julio/2019, ,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaW1tWihhqAffWnm5GnAnP3wbTIjojZ+ldLuR175PcM5kq3xLugVW1EKUu0W/EE/XYZtCLS7UMtpoJwaptT5l7BG276RECouROUOrzRUspwmbXULdO3ro/8wgcNLYbxdVAYzfpc+HR1HUSZp5hjUrYvmvnfyyWhSs/BNro4YDxCDKRlxfgNWeC13vgxvp4pFnd8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46555-645a8d94-4c6e-44d8-9aab-c0d4f3721bb9.pdf
636,12/marzo/2019,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3oEXxEX6K92jeysLiaupD+0l4/mW50pNtvJcQs8mdwL/+Hmr8gNK65tCtl3v5tT3sovxumtrhc0ufwIS3psC4MXDbwoWWGLAa4TBVs5K/GEHLBZX5GjkbTrBTEqfBt0JV+p7xmanI/R4bieHj4AyOcR4rm0OdS+I5qELC0ESNPJU5RWGXro5X17AFkzI0baAc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60962-177eebe6-a8a7-4433-badc-a343c1417865.pdf
637,12/marzo/2019,06/julio/2019, ,BERTHA YADIRA BACA SAUCEDO(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0Kg3etmc62wc9ykmBR4S86YRRHfXyP9kmmwKq8vpY07RGVNtPbs/eGppP1yplc1h3CSz8FPcNIsdh/vIwiFDrWLSwWqKYNOjhxx4efYj94m7VHjOISm75IGXDx2aUF4HLtOysTcN7XYAcpNKHpcd9gw8MAGPxWNu1Ghj8qnFR6olzLbeZdM9nSG0kVJ6iRKwc=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60970-7d9f1cf9-cd0b-4c2a-b5c4-db6c610beab2.pdf
638,12/marzo/2019,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0Wa4Xd7G7O4kiqmYSYOc9P1asW5GvAj2zLcGTmv2kkwNNvEdzW13yBXn8LLKmZJKOvHlwRAPtzXlhu+w2oyDXlNWx9DKmnYAmsCBBJDSEPQzQgDj6tvzkDFRSWcC4TLBwsmj+idsvRGDJV7yWZNeaFUn0vR84tmKY/74pyXYw71j5X0YflSnViLKvj86azjNQ=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60982-b0e0c71e-66b2-45b9-8d9d-3202bb0fc018.pdf
639,12/marzo/2019,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2c96V7dISPt3JRzAG3mc0j9NsG2GUm76bYDzMsL0ZTwEPStfvsEq2fndIAokvCdwlw9D9xv7ohmIvPCh0l8OUrG42TLyPagZSgHt7sp27psLUeep1bfwIjln85Q9atCIwydvp1v2mYSDWax8KwfWvLy6rYYvB11mfEMbu7M3k8lwwKDZC8vz/yDZGq4zXU3t0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60982-4d4f080e-94db-40bd-a2bd-38249b8cfbb2.pdf
640,12/marzo/2019,06/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0bQnZof26nTAHj+YoCrFhWjlfkacYy1cdZmmsXy7Cr1xgTPsv4ruIQRAR/kWF0TVBjsJHZBdL6VRayqRADfh8i0t2SWdlWZf+bSjDEfX647KDAQRgw+BZcoDMd/fFTWJDKz6FRk/eoZaY9Gqqrz7C9A19QeyBgulyOL6BlFgrCd6tMCuBFDgnfEcfrhquL1EI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60990-abf5f58c-710d-498a-8bce-39a7ec0ba8b2.pdf
641,12/marzo/2019,05/julio/2019, ,JOSÉ LUIS PECINA ALCALÁ(Elabora),ABSOLUTORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0mKkEEzrpTA0VYRvYyMOKzbgwW4dWoRwhImZIrLn1St/a2cyVY3rCVHR2A4U0wtLpZlqRJFM9eOdG1E12SNBP07+R5yaVOfc62959CisrYL68V1vNrTzGTGZgz96pPi7a4Pw/1F5yRY4x9ztgc6u+gItXQ28R/uJoWx9jve6z50rOruc3LPxGVT41rtwsnqpk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60996-0db2181a-0f87-4acc-919c-a4d3db194438.pdf
642,12/marzo/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,"ROBO EJECUTADO CON VIOLENCIA, ATENTADOS AL PUDOR Y LESIONES CALIFICADAS",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx372DYk/mmL20tjV5/gCLKKNKNsv/kp6RF1h82ftDqSWWiJQWJD5OCGdiyUSTFxnZsH+qja6pZZWXEFLpzW3qafRbi1/B7iQK9CTUUSPGGiYaXxuCzSFrFFvyxe9wRLyqxpcnGYpeQo5Vky3sJdtWcYndTLTXsTwlhq+bRdSHY3fmfG0aku69Wi3kAX5MIZgvs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61191-4d72e2a8-75c0-4f47-96f3-5b729f020a69.pdf
643,11/marzo/2019,31/julio/2019,"CORRUPCION DE MENORES, VIOLACION EQUIPARADA","AÍDA ARACELI REYES REYES(Preside), VERÓNICA CECILIA DÍAZ LANDEROS(Vocero), OTONIEL LÓPEZ VÁZQUEZ(Elabora)",SE REFORMA,SE CONDENA POR EL DELITO DE VIOLACIÓN Y SE DECRETA ABSOLUTORIA POR LOS INJUSTOS DE CORRUPCIÓN DE MENORES Y EQUIPARABLE A LA VIOLACIÓN,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2Vv8Ov9mBRQZsZmKwg88xWib4lRCYOvA85z81Ef+4aEfNiLBsgNXYyMX1H+Vt5BKd6FmaZYJfRucpvPYNlyeeQpwBOHzedd/cjvXKRvO5upV6ulYNv+5kHIsOalK/dpSe5EL/8WSk/FvKQkJsQo1fWIoluaTSdKP7IbEtNitlhPky0LhcY8Yy3MyDNqUyngio=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61195-e07ad2ab-0211-4f02-8582-47e3bbe8afc4.pdf
644,11/marzo/2019,31/julio/2019,"CORRUPCION DE MENORES, ATENTADOS AL PUDOR, VIOLACION EQUIPARADA, VIOLENCIA FAMILIAR SIMPLE","BERTHA YADIRA BACA SAUCEDO(Vocero), ARTURO CIPRIANO GARZA DE LEÓN(Elabora), MÓNICA JANNETH SANDOVAL GRAJEDA(Preside)",CONDENATORIO,SENTENCIA DEFINITIVA CONDENATORIA.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWbxAdOwnzyXwIVUh0OFDqqoMT2ZInISj0kgNBjrygZ3fYNyohRm/SBCGZClV9917fpxwo5ke8uaXlIVJnSMhFWykAGQzCguwddQpJtmDMIFzfxly8rWf3u7O4Ec+pPXj075i4c1GbtgxqUsaxy6UtcBrMKY2PmoD/WzvfORyOu0gu5fqZFOKNxQYuv/6l4gaU=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46455-f3dde6f7-08e4-43e0-a1f4-76f925878e9b.pdf
645,11/marzo/2019,31/julio/2019,LESIONES DOLOSAS CALIFICADA,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,SE DICTA SENTENCIA DE CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWTXSFOfEnqEHwb4+l2wNZsofUAFJX6YV9NUX2bb7HyNt9mj454kDFpl4ICR6VKtxUVkqm+paF1EJOOxDc3VpwJqRvpXKixUMadYlblWKJcGPCSrUbqg7DojSgVq5ibUdDCQDX4fgQn+GNMfAkz9oza/qf5Q967QUGCP0522eh5bQih7aShyeWKT6YoKkrRpTA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46497-d12cbfd0-6c49-47df-a037-d15a689e76f5.pdf
646,11/marzo/2019,05/julio/2019, ,LUIS ANDRÉS MOYA GONZÁLEZ(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUneP7HfONodoBsriC10hj00Y/9RiynOu12jjUJe887NpNkUl/y0M6zaPciqDp63Wa3YhlSmh2bu4TbjVdCtcgoaWElRZVOETB+DQPHL7cJISzJ4cHm817z4vJHA+9C+P4zwFgJO8JrjgLNysF1AJAVXn0+bdyyope6V2imhqivundUDUWppmrD3k4Eio3Bf/c=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46503-27c186ee-53b2-47af-9990-e89077994ba1.pdf
647,11/marzo/2019,06/julio/2019, ,LUIS ANDRÉS MOYA GONZÁLEZ(Elabora),ABSOLUTORIO,ROBO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2RBvhYzIEAZ2XFkImnjrY7kKfvpxp1hLRJdTs/6PDgUafvlaX3+33I3Y+bzaCLJXkfVj7N46TZNxvtB4io68Bw75ky3mpsY/+q/nL161fyQda5Wnm5sFMbocq6U8c+21kIH4P5HEeJIvN2BVytWhsilhifaommFW3TLoX+MYVCtjxWOFgrkiksxI1Mb9VE1yM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60940-52229a18-c435-4058-b12d-818c7edf4c71.pdf
648,11/marzo/2019,06/julio/2019, ,JOSÉ LUIS PECINA ALCALÁ(Elabora),CONDENATORIO,DELITO CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1m1plm41HQ60yl0wHZdjhxW4XQyw33jDuBllu2N+8myb/mfWoIBoTv2vslzCFYvAkSmFJCrk9Hu5ZixQ+gYsQHwsZp4imcCXzBPi06pZeut6RmFc13BLOIZHvcwcjibv6Sfgqrn6Wwr65WW+4uy6rTZJFG4EzQMn4OdpNm+EUS3Va7q8eL5Nx5KrhSoCVLlR8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60946-419b476a-a668-47a5-9883-ec501acdff6a.pdf
649,11/marzo/2019,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0lJMZDxfR0V3C4ssDcQmKw+ouNScY2eVX4+hOiE2KRc9G19f0jySar+pWHovNlw48109Y/5Nm7JosRmSXqfFd6EutdWgQ+lP5EDbIVCzXU3lBF/vDhFfjb/U+6SDkFaRuAU92IofT/Q3/pDTjnJXai6HBmioc5ShiW4+A1Q92+96xN7+idq84uFwaaWpe4ByI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60949-b4c85142-966d-4d5d-ae4a-59be8217f83d.pdf
650,09/marzo/2019,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,ROBO CALIFICADO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2iVHDEBS5znVRDODSvnlpLrTC4IWirR2frnDZdPZ510qLHUhJIpgS58yJ9doRy0yJNK4s5QLaaTAyLkJVeKGQadHA24yuyjKSFcgX2zqWQUUhNCqbdUyUxvuZcVy4EWuftjf6kK2rzPneLeg/ZMPkb1+oyOFkGZb+8wyK2mr8CZ9PTr7x1kcL6eHXpDyJpNTg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60957-b6d88ca9-a1d4-4929-8c05-4857ba906b87.pdf
651,09/marzo/2019,06/julio/2019, ,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA Y COCAÍNA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0iUxK79O4MC7WMh597YhuDHraDjpJ2jyAgtNjCSA87zVk0xA+U5b0IBAwC93Xuq3Yv54ZKf/E4MFqmeDzF/Lx1Ls62acj+UhqvPKp2FuDeIcujXK4/kTGF9uQEcYAhZyo4etOVFFm7P3dvrh9qgzU7UZozM5xiL3q0PqF2oeJgwqISFk/k+SxcWSSDMhYDk/I=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60935-d4ddba11-de3b-4dfd-baab-8eea2a57b954.pdf
652,09/marzo/2019,06/julio/2019, ,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1B0nvxEFOece3HXzW/QswAonKcFmClB1KmC8HY6yBR1YzcJe9ORkRMv0RjdLRwxR4irOnl19gMOTa9tfo9N81hCv/WRfEwaTKaHXO84p+Q7AZNwcUrKmf4HcJMLN0EGUFgfViKnY0MGbFHakoEy6S6RG0fJ5gTEK4NgdRHfwReF1yAB53e6n6EfQXQTKrAA2w=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61184-1d7aa635-d9ae-4be0-833b-caf5143719f8.pdf
653,08/marzo/2019,31/julio/2019,"PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO, PRIVACION ILEGAL DE LA LIBERTAD, PLAGIO Y SECUESTRO SECUESTRO","JAIME GARZA CASTAÑEDA(Vocero), PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora), CARLOS ALBERTO SALAS GONZÁLEZ(Preside)",CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3YjoN+Sv1LQhLr4KYNtU6JU5GM3LRJ4Jhp3WmJYocjgYTv1Ovkrb31a/jZkucOqqTIYJ6DpwgFqiG3ex61gEnRQEBOiUq7rERLlNTm1s6ZoRreUckUd9U2AYckFEVbS63rKwk11cCZsV4Fl9SrUJANCVN6FmrUzhpsYo+xY1cOKX1zaSm0iFqmvEnsmhmMHHA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61189-7e6ddd8a-b086-4dff-bd2d-907e27bcd3c6.pdf
654,08/marzo/2019,31/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWuYNmqZ/UG7UqArXeRKasepSEly4XmXpfTBYN+r/8b8Ap6mbE9Syml+rcsV0qBM46by6N9BThBqwCZse+NvQXJMIVe9oXcPYJ9hVhTdA1SnUPEhQUzWXYuBq/DLlWma+7UKalffQbo6BaTqdMD9t5+HrqW1MayvsrvNm0dEKbBlvDNOw6lG27TvEu51RT5rHY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46345-e72232e3-8935-49b0-9cda-7e2a7551f70b.pdf
655,08/marzo/2019,31/julio/2019,"VIOLACION SIMPLE, ROBO CON VIOLENCIA",MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaU6QREPvBbAIDb9YP3l6AHgE1pBhRWLrefbWA/lbIJInxacKLXaEzMcko9zLsQYlrQDxU1jDsbWAQUoNP+Mp6AdOVAc43NA9cy3EqdhZ2MvcitC0f70pqjzm/RPm3c+grLEBaOycNp/83muVyX5YxvBYV3r3YR2qhZGy1FDMsCiKL+IUtkBZgN7i/9BswCWEwg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46443-905b2de6-1dea-4231-854c-35980b4b08fb.pdf
656,08/marzo/2019,31/julio/2019,"ROBO CON VIOLENCIA, ROBO CON VIOLENCIA",BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,SENTENCIA DE CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXN/elLF8bRwdGwJ+96sOd+fTkeCw9mSbw80dO2CsThYx6P5eFsEd2AdqadbpdYAUu0Cn7yelER4/BTXIJYN6ULPJs7q0fFcOLD9XFkqQ4L7Uq20npB6GhATlFbbHVZEuekNdELrKk6E1i18CtlYOJNdDENvysdeySdZTlWgjmmN8cVIpb/N71twvKR8qQcpMI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46444-09fc659e-63f0-4981-9398-1bd772268edf.pdf
657,08/marzo/2019,06/julio/2019, ,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUvs3UGBK2W82cc2r4eNjq02YCU+W3HW6DJavOf4CUL+uBnJ8LRnMkslDtJeFtHqkAExyZ7wk+UaG5Z0Xkh8BV0uNrxbQYWYQqIipx26gKrX/7vMp7NrmK0HWZdnvlFh0z+E2dQBkjgjzmSZa2lR0d46bh6zO529LU5ReFyvBM/RvdfBAfPhPOVQetIiiGiE50=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\46445-e2349e7a-70c6-41c3-bfc9-cdd6656b7c0c.pdf
658,08/marzo/2019,06/julio/2019, ,ARTURO DE LUNA MONTEMAYOR(Elabora),CONDENATORIO,VIOLENCIA FAMILIAR Y LESIONES,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2dj+KOEz+73DT4moIekqK+75740CSvHJ3mHZniohwYR15KSY1uNxu9gvAi1uvTGfscOqmBh9I+V0ta4mjTs+OH8O4GlF1YTPIHisvxJn9KRsTe3zFmAOtSIGo4ttAuzsZtn/p4lNTR7CapO6C5+T+AXWycfIxQkpXT8N9L1ZNxAXLmcDjVra7YRCfBqx8NMGI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60918-dba10fe2-69c9-4f77-b0b9-e67b0811f981.pdf
659,08/marzo/2019,06/julio/2019, ,ALEJANDRO CARLÍN BALBOA(Elabora),CONDENATORIO,CONTRA LA SALUD,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0iP7lTt8c6etZ2HA3T/bwYhwQv8pYkqE4yKBgObemMuVPJNSVRV9xddyeKFhoHOIZwIDm2QB2BwgGXbHnP/WCxCfzJZufVgfmE9klurWrm55R4kxww5td4XUh3fqT3uQ4ARYXEqZYn4pZZtvDzCe1wxHREo75BsubtJXJy06fGfrZvjO7ZzzyXTVcexvmoaU4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60918-4363076c-430e-434d-be48-9a7aef8b570d.pdf
660,08/marzo/2019,06/julio/2019, ,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3PGeCjZPSruhy3+rEUupfTLcQdw0b6UdR1Qo5PkiVPfDMEHhHGf9ywmrPeg8J1FeTs1BQfXqL1xSlcmusN1K14kDwSPCUl7TkGvTDBUdhineQRUmEFuw9Y4waA3dv3holDuICJ8rMOG3l5u1B86itl9T7KaWP6EkZmAwVCY5iZ2k3c6+cvlQp6VUs2L75mV+I=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60924-1be9cf76-cd1f-41ff-a007-d9807d67ac99.pdf
661,08/marzo/2019,06/julio/2019, ,JULIANA CRUZ GUILLÉN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FISICA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2UffKeLVcgwhvR2HNCAu9l1F2w3uwNCuLZmOHaaHZyQs2YkfcP7k9/ECCwx5VwkFrXsdXSDVuHSy5qKu+ssBtnDc5tBHQpVARnyRWyQOpL+ot2wJMamuYTLrwLdClOS063ZQrh1wDKHGFWluMYqpafjAXI9O9he80Jrr6xh03oOL7iyAmjPnW0L42eNUoh5oI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\60929-58ba3027-bdac-4b4d-ae37-a857458b3491.pdf
662,08/marzo/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,ROBO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3r8eTN5Afyy44p2tEl8GPY6JMRzC2efhprsUfkxGPEA7N17qoqGvZ+fWtK5OhUevTYB24cqNVhj9CKEUUGmYA8f3PGlhA7Pn6YyqwBu5+YBccw0niUce84vhVRbQCUq+j5YyHNc50TBJ0glPYe8pslxLB9Zg2Hy1OBSJbsbKdyYIVRU/sjWvhkoxuoF3jUXKw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61174-8ef946f4-622c-4dde-85c7-9dea33c8eb81.pdf
663,08/marzo/2019,06/julio/2019, ,JULIANA CRUZ GUILLÉN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx024ueGz3/5RgwYkgwixOxdoDZAnoV8K2nuWCrO14uCIKYRT6BU1HF6kIKoGWafE+eokfRmClkv1KxsdeGvLzsFVjETFl5YYlun6p/b0TV3SZ0d5ZwOaTCJumUJDY5Ld+e0ieJJFYp8Y91ZHAv/yk8rKD+erhU7EA3IdjtF/27PG3HEgHHEDT2Qjd2dwsIqYPs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\61178-de7c8a81-376a-4ac6-b96a-201f48973e72.pdf
