Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
13/febrero/2019,05/julio/2019, ,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0XlR81CR68LVelaS8sRPI0mu45aM/47GPuPf+D2RNyeLFMOmlru/b/DXC1swoWjfbuIN4okgEOAbZDy/oplHPB5EBzMxshPb/LBvbDyPD96cPGTUwyCVZq/Iom/IIg/lGz+3EioV9HBG03DafKKswV5DQaiUfmwetLKWZ1GshEnfBmRLQeWSIUFgpVA1KHwp0=
13/febrero/2019,06/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,"CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN SIMPLE DE COCAÍNA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx20A41jlzrCcKcL42XLnzSd0BgOMeNezCXrHUeQxPQ63hEcABL97JrhcQLhDYP7zyyxqvIUzZSAzX0h3wE1sVN3qqUBCrfVoCDEgsTk9y49Hg4Vne32+Xu5CT81ZsYrD+hXgWWOqTBZQ5pCp9p5hbjnj6VGK0u1fdhDiI/6uG3rC0lt+6YyKJ2XE0Sp2kgb7Ns=
13/febrero/2019,06/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,"CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO, EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA Y COCAÍNA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx285Hx3YWa7qcftW8CJE7S5wzOgkpyphDoQejUZULD93EOQEWfliTcNHyJyMtF6LlgUI00qxiFS6UKMJ1EbXWxcwoqcpeFIhdGvGu1Ignj0Eo/bLwwr/eIIUyVXOfWA7kOE98C34ygO2w1EuLC/cm4FUdzDeS5ztIERKnGtQlTriHaLLpuuvZMQpwSCWcvAjQQ=
13/febrero/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,EQUIPARABLE AL ROBO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1t1aELnI3ahNE2ePTKkl4/LDkzwyXC5k9mxgf9K9sR8O2hEmahngscC0+OOY0k+Qz0lz5MUDR8Q2rkJtSM4/jnT/+5Dx/GaDb6SSGrMRUD3qGVPEFYcqFuZ76ZV26KRpW4WHthoBtrjIZen24HZeWVxp7EzbLuyWeDibcEH25qXQvoK6Zs6/5tfPu0hs/xq2I=
13/febrero/2019,06/julio/2019, ,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,"HOMICIDIO CALIFICADO, VIOLENCIA FAMILIAR",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2p3mX9yauGLqlCwhU6uoZRagdXNJ7F9kimw2q1H1jWyx25znl0zb3T02UkyAx0wq3kkjWTyjuxfrdGTuavhvtkrx9ZOt91/yhBxQFyE+9bUcOXKqx/+61xRXU/45WzW3ANx6j/oDGYsqq8XrsvO3c/7HCaMZhVTO6XxjduGg72ykAx74G5NzlgsSgIw1jjHjo=
13/febrero/2019,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE METANFETAMINA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0AvPYf9LI/xjpiBrgxzkh1fQjgifn42DoLCUAxww7kD6G+5WZEwJd+XZUP6zDa/KQjBh29c7RCWluxvk8mZUme8YmnFtROiqFA5RHpv6jpWiQS21xuER4eGntM4JgK+5btieIC7mZhPxAplErRlWWVLMnANxuoHpllYpm/v1CilWgk03NmjKKKrsB0bLc1CeI=
13/febrero/2019,06/julio/2019, ,BERTHA YADIRA BACA SAUCEDO(Elabora),CONDENATORIO,HOMICIDIO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3K4/JmvwaA+eTqaIc3mdhTqnBMKuodSaBDuZEZMJxHtlOwAGKQhEeqNgq9MPQAEI3CPjLSpkcCyWN8T6lQQqJxC+BIPkbcd0t+huCuxq1kh/OYPiA+vzLPDsJd4E5gRi6ocvLIyqJnitlZaVrohLAo68xTMCUCBk3wZkWFoelHKBp363wZs/++F2PEa7W2Pig=
12/febrero/2019,05/julio/2019, ,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA EN GRADO DE TENTATIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0DWdWbN/VfPWeStRTEfBSTv+FdFwr7+Ro3iMVtGzIEt1qfGfk9UMHtg0KcIY1BwDhew8mo2zNDYdSdR23BnofnHXAvO82iSxehitOpWjzhudvySJYr/jAgWotxYC3qf28+SntTngXQB1iEy1u5on9HIJWtHkeKwCpDldTun3rmzm64ErVhpNbovv3RUo0fneA=
12/febrero/2019,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE MENTANFETAMINA CON FINES DE COMERCIO EN SU HIPÓTESIS DE VENTA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1ba0+PrGxBRrkk1y+LjpjMMsRRs64EZXBYHCExe7dz7hUMbTbyjQqMvs2JAJgn7hJNDHhZ0Iq/8ppGuVYD/x2Y3f085bVcxZOaf1bUJzqep4mIEvcZC9ovscwE69IqGErMlhjSSajUUpG/s+sgfRSAmRqOd6XhhX9kMzWdAF0pNcjLweYXP+hdbVGeLVrTnYA=
11/febrero/2019,25/julio/2019,ROBO CON VIOLENCIA,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1EdUjzLEzLZrSTPbYgADL9A77nSh42J/uR8WEenY4uH5gdlR7kYLRAhpaF4YcgQVA0Ysy9zSJ9Vu9cwJG0WTkIWLIn5vIIY7rD4rdJuVN8tGrrCZz3qSBOnSUCgy188CkNd4HRMZUlZ8wE3jIgpmxm/LNb4s9UTs4AqfPb3yPB7pfblQy6DSVmGfHjRLpWLeQ=
11/febrero/2019,26/julio/2019,LESIONES CULPOSAS SIMPLE,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,SE DICTA SENTENCIA DE CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVH/3FjBP3d1wjq06wRZceWnAlAr7/pF5Yj8SMEXMZ83uMncCTQ87q2fBF67Jd+dECderE+0dcNo+huwsnL2I1dQAkqKfRsK1liK8PjCuAxPp0rTXcl4Sj08lr7x+6jGGvcG5JrKLFH0x1xPWO3no7Jr9pRbvg360gffZxDXmB6ZX6MpW/4vxfvYLJwcZreJrU=
11/febrero/2019,25/julio/2019,"ROBO SIMPLE, ROBO SIMPLE",BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVeHAs7uq9GtekcKhZN1IYuLyccSLRMJIkQ3wybBV5TKndn+JMoR37J1nqv2Mox2p0Vejg+UbFUx/fyxg7oRZfrrF0SWv84xYe6zxtjPyzBb2fGrepyhDpNUkqXHbJ8Ay6XWUD2H7zR2LqMpbZaYjra3x1shjOn+cS9b26ViCJFMdbZF89LX4tzYYAnF41gnY4=
11/febrero/2019,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUX4+eqQJOTcGpbkTn11LSPimT4l3i5PFyaoZP2GoBJQtqEMCOeUgfqQLYaSu4HCxDOPVzMb3DTcUgdVUDglyPjGtrJBH5n8cvfYNRKHqVVq2Ol5e0T8Ge3PrMdn5GMVL2a+o/AOwqZqWfhdCKJxnkvHNQP+8+hXVTbDxkBSvPWQ2phBYKAHghpZZhiXOdlpCo=
11/febrero/2019,05/julio/2019, ,"LUIS ANDRÉS MOYA GONZÁLEZ(Vocero), ARTURO OCTAVIO REYES ARROYO(Elabora), MARCIA MONTSE IBARRA AZUETA(Preside)",ABSOLUTORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2UTqv88lxlaisFLvj9YXu/BL8+ITtC6/lBIBhwxWS7hb9B3M9LWitlYgRNf5cqwcz9DQUxiPtshTsM8Hor6rX1RMl/jVY3b9cFgGAMjxIUH/zUwE9Cv2JHUzHFko30bef5a203mgQ1rwN6lJc3xZMF4/IeBalVAMce87BEejBhD4REZbU0UMC547ANcjK3V4c=
11/febrero/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,EQUIPARABLE A LA VIOLENCIA FAMILIAR,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0j+RNKzzUFhLBeCT1lyvypnqHLaDWiHUX05uc8G6JSIPgweSHZ2nt9/CENkdZNIfX0ugvFi6uGqpcAaqRfPTYJRduXISauKdRCaElsnlnfEQS9nrfX9tflFWOVcZ07EjqrF8iZDnK+UrOlLZ2Kw878F3ne553bXa86+AyS7nOzVRs+p7JWgGILGE4BwJPPK1E=
11/febrero/2019,06/julio/2019, ,CARLOS ALBERTO SALAS GONZÁLEZ(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx39z2NNTMCM+2rt9LitD/tDQjJjFOWtNe/+AxyR4+9hyQ9kbhPb6TMERZcwvj1QRDsptMHH5IU07TRjpSNe6EDtHawtEu+seYU9QUcgvtCQk1XavazQzX7d6d0dRq/HQJEVCUSdvF//BqVodoRDByWCHJwPgyIP9EWMtH9wQpXxb/Tz5QEosy0+vJ+xIYAZd9k=
09/febrero/2019,25/julio/2019,ROBO CON VIOLENCIA,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1NrJOyyAKQ6PiGtWH/Z4uAC43zagKfC9F13F7KEdEdZ5hb2GSJ1CfTrRdLBnHAS8eRS0AzBt260LDdn8jZiKYgo3+cf56NYWo2xOJlyGl4EZxbqGfYbIGa1QiNh9AgsqQ+KlNDCZSmg+0k9TbFXX7Ra6rzauFZPsFHVgLKxP2pLwvS6vXU7OKTDLCVYuObYTU=
08/febrero/2019,27/julio/2019,"HOMICIDIO DOLOSO CALIFICADO, HOMICIDIO DOLOSO CALIFICADO","HERLINDO MENDOZA DÍAZ DE LEÓN(Vocero), LUIS ANDRÉS MOYA GONZÁLEZ(Preside), CARLOS ALBERTO SALAS GONZÁLEZ(Elabora)",CONDENATORIO,"SENTENCIA CONDENATORIA, SE VARIA A HOMICIDIO EN SU MODALIDAD DE RIÑA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUvX1FjgMRwdK9BYTe9DRDrOWpOhQwEdW91FaCTpFxTH/Fsza9BrpzMOVZUb1VpGJM2arc/NaTNST2FmsKtruCnChq41eJljEIxxODaJxT+Va17Kgst01UwhUYYNHAzDDviueNd3RvsatER+9KZtfxSqWFCnYEwa5eN02Adc+uDUqhC/MXE1wWtE3JzR/4zlQs=
08/febrero/2019,27/julio/2019,VIOLENCIA FAMILIAR EQUIPARADA,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVvvjoQtFcAXoAhqrCBspA2rVGfLEN4ioaeHxCuNZgeGpdWiWTFzkFl26CBrhCmYIpigwEf9eA1knpOJI0AT6POKgMYCkvVHK3kxUyDDRaoExxpNStfhtAxmd+5FYyE4zOcOQEZBMFEZCvUxQZxrrVtOzgZJtTZUWBaW+Q3HXEKB/ULWwSiyiwwxii6UIJEliw=
08/febrero/2019,25/julio/2019,VIOLENCIA FAMILIAR SIMPLE,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,SE DICTA SENTENCIA DEFINITIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUUJ6K70JzoZIquGG/nwrlZWYqzf1C2VFBJpP6jFzFjmK4jerrHVQXBmZqxuYArYRj0ofT7gszImEQOHTEefmxPwXHAA16/Nh3LT1dXs/L/qbfcjZWCUmJOIFgSECMjhiDAe5jynq7Y0EJGd1wtUODSSPkKMhYrIDIjNxHcKYtMTeh+TiUTq5hlUUG9d9XuIJA=
08/febrero/2019,27/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWoSWvZ8DSeuSy/+coWzxUUTLEE1whrppaH243JsuOknfOwnXozN/Nw2Ki5wTElL9HO/ik1qBT7/ouoXbt1+OpUUtKXxN3DfV/yfypxV5dZNfX3OGUKn75D1xC1DuakdiSAkNNL/ks+NBu5h5T0fTXPhIeYPDN7oCtGCupYnBClS4MtagQmAP6k32AQH8M1Z5k=
08/febrero/2019,24/julio/2019,ROBO CALIFICADO,MANUEL HERNÁNDEZ CERVANTES(Elabora),ABSOLUTORIO,SE DICTA SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaUwZ7AHWfyQvBZBa2qWwPUU10Acuv0KELAcYMVYr6nIeDp1VVgUkmMwkQF1Fu+UKZmP8lyJyoXtoDMW+WSYCfDUHqebiZKMIDRp7EPRpju3VOZpV/7+rdExnNkBB2FdM6rDiu0k70LUZorSfljysFEocMR+OePMS+SOXjZIGbLJ99XR5zKUrHtTQEW2bDgxtrk=
13/febrero/2019,06/julio/2019, ,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,"HOMICIDIO CALIFICADO, VIOLENCIA FAMILIAR",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaVd8MFQKfDFV8QXx/KkCJUrKEXC/99SqYgo374a/mBIsiKfvonjDXCup77972krum0reBqaIzJPAwL/mc8N4XaDyNjTDO1r+oMLZeSTis1vlCYBtuMr3EgQG4qJQra1XKFGjAZTc6YBrZBtsBVyJpw7konhB0KrnWNqmvbFbaH+AEB4yFGHrYdeJqVL3OaphNw=
13/febrero/2019,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE METANFETAMINA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0q61ex9dJT6kttUaTmSb+uVJAzFzaZb0JfZlFY2VeEAK7xYf2BcayhRdfrpBdfJnJLgvPD+9SjF3BMXL05o9dyly11/Lf89CNwymS5tPRYjGf8hN0pXWy2CWf7phhiJZFkLRmru06k40mmxl7bHgUNd40QsAEKLurM4zpoWLq8jZ5AeHG0bc8sI/pZwlhvseQ=
13/febrero/2019,06/julio/2019, ,BERTHA YADIRA BACA SAUCEDO(Elabora),CONDENATORIO,HOMICIDIO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1p30fCtTjbhlYCxC9r4TArnmbbQimcp11BJzG6RE7YMWcanZ6Z9fAcsxcZz0NEx9Mc3h6Qt2YNSUHHqugbuj8IByhWKDkLqhnoxAXoE6RHnwwpQBCdl46oxkzEdy69YI0CMiPUnpVRPlWtsrKWoL7aEdoVwIzzaxYisixtIJchdqIi57eL8ZIRg0TIfTHNGv8=
12/febrero/2019,05/julio/2019, ,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA EN GRADO DE TENTATIVA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1T4fn2B/Sj09PspeumT/hid3GPH2Z3T3J1LqSK4xDKTOeIIdr07ZsZN+r3Mk8IRyn0Ycc54XwLa0XvPhtiwF9R7qEcuvdSItZqs5btH3APX1GYMF9id8bWknscnOChRQIJZG0MWteH51TEbAM5YrirPxa5wf5swgwWp4XZeJ1MXd0FsOa2KpGMDt7xW0ZGTX4=
12/febrero/2019,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN DE MENTANFETAMINA CON FINES DE COMERCIO EN SU HIPÓTESIS DE VENTA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3XivE1d0xghv9v4gzrtfRuAgsxJ4PP3cViZ+RnR/ObF21nPfsPvn2VFzSByltvTFEvqvwnb3PWcG/+oFkwO/mOyltXkcTcj3ljt0KSp8KO1rTvC6HaFhrdxE4zWWjMmjkAkbH2ItWJWGBY70d+IOvw+AYShWLID8+hY8yv3FbxujFLS0+FR8/8GNZRI9ynsIE=
11/febrero/2019,25/julio/2019,ROBO CON VIOLENCIA,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0o8BW5sLMFoC1UBSEqPLdhXofwG6keH9FFMEhr9GrKb60sLqw/p1hyzpAjBSRNVNmoRxb9ZL/GXKebPAIiBoymZHh4GtO7AAtWkEt8gwHj1dMmKbFxMDTcXzpokc5yZ2Oh4C8ZGXYn6hj7GpvMWHYeuTG62aJCDAYH5Apoh/CxE/hskYvaPbfQlbPGR6KEfog=
11/febrero/2019,26/julio/2019,LESIONES CULPOSAS SIMPLE,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,SE DICTA SENTENCIA DE CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXe12AWJxFxBLtv4dQmG9JU3fphi66xM92ch8pBApUSLPQxxSR+A0DKWSPaK+HVnsv74n/FRPRmDteAfectMinzIn2co7NT5bCP5AVQ87ciqqqJSYJ35Z5kDOXiS0JR9MT4PP0qxUkvLTbbfuNkIMPOAh1FAgtP3X6uhCQCNmwz2D3iAHCRC/XeqjojzWS0xg8=
11/febrero/2019,25/julio/2019,"ROBO SIMPLE, ROBO SIMPLE",BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaV4D6Gn9kzVVWKAS0x/C4S0Y0nlHdb+nUZoH72e8vvFchdTtOlpJZ7gUveM/ApTvuZOThTD+m8Qll52ZiU7ZXjG6RmJek4gcSwUfHLZsQ4SOyxbIlMNJcnO3XIkC8SNZWPq4G3ZzsWERZTGaC6C5S1uJawzXrN3qC+FBJJnm+ZcJm6goJeRYk5DsqcaBA7CrII=
11/febrero/2019,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXhp+ZkGkKxkdMfmQWtNdhlvsIfRZZRALReHxXDcP9Tgrof2MuOTs4OCzeAkBv4W4zZHnao30Uf++FeqzfcCiy4ckCH8O1ie/LfDiq+4EWKp6hxPYwoxCDgpDGLx/koW3lAvfLd3h06lVaZ2ZQjTo/U3ZRgEyJWM38huSRErETGaAdQ5vdroP/5/ULSRgr8hco=
11/febrero/2019,05/julio/2019, ,"LUIS ANDRÉS MOYA GONZÁLEZ(Vocero), ARTURO OCTAVIO REYES ARROYO(Elabora), MARCIA MONTSE IBARRA AZUETA(Preside)",ABSOLUTORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3De0pWO/peal/cqH0UEBF9/IPCGIOrYY+LAbu+0giqwaDr+lskqx4l+KADOpYsQOch+NPqciVDz0w9XRB2qq9Md2V7yl8fNz6vN2dcefESf2J4UqIJIFEzyyAv2xCL2baH/ggFbPXhStpoKNB6ru8qzPwMHczNLOCJune9aapQ30zSLGDp7NZAz4Cg8fcJytY=
11/febrero/2019,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,EQUIPARABLE A LA VIOLENCIA FAMILIAR,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2x2ZwkRXkQKuH/w9ZyJWE80yN/PaU2GyoXc1hWrldllWUWWLc3tlhfV+CsKLhbEBU59386Fj19W4ej3V8Vs2hY+QKgI9gAKuXw/AOD7szWz25+Vq/qdxtJ7DAl/QLo1IPAX83zojvXkc/ZQJZ8z0vXtKXbirdq7BuDV3nkO9YCzTL4THRzQ+CbShidl9QAx4U=
11/febrero/2019,06/julio/2019, ,CARLOS ALBERTO SALAS GONZÁLEZ(Elabora),CONDENATORIO,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO EN SU VARIANTE DE POSESIÓN SIMPLE DE MARIHUANA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0GUou7CgWCcvILmvxoYBAze91bLzsjgUiO8ozpkubHZCQElo+jX2WWgGAk4PFDJFHJ4NqUjNp9VUaXdMMPsmx9x4PmmLWNbMZGwG2Y0NAuVp9kqLyoREMWoPgf6WL6sbWJukjSGpb9tAltBQysnfxVmfwkr7RScdP7xPxU67ZXGA4D2s3mV+nfmyrixAx2wn0=
09/febrero/2019,25/julio/2019,ROBO CON VIOLENCIA,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1m8OeqbJaJspYoL7iQsrIW/WCvu65+QXehXKy5J2f6BoaOvkPh30RjmYFDMIE34chWz3uFwUSOh8x+2zUKRnJ50o9o89PD2UbjfExxcJvrhbEA9tNkM/UPMMVQnB6aNGfTCbYOLXJj+eUuRML/5R2G1MQ86zbrpsxzuhE0t/p/iqRRzGIWwTZ/lKJh9Z57Kdg=
08/febrero/2019,27/julio/2019,"HOMICIDIO DOLOSO CALIFICADO, HOMICIDIO DOLOSO CALIFICADO","HERLINDO MENDOZA DÍAZ DE LEÓN(Vocero), LUIS ANDRÉS MOYA GONZÁLEZ(Preside), CARLOS ALBERTO SALAS GONZÁLEZ(Elabora)",CONDENATORIO,"SENTENCIA CONDENATORIA, SE VARIA A HOMICIDIO EN SU MODALIDAD DE RIÑA",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaXZn84/k9K61haNT2mCN/BDwDahEwO9V28IBalravP1fAq/XBP1Jbp3ZIuVxLPSDPshfRwCO3ghNTlgu2sGm70q1zeyx0ojbNnQ+ISNy7kDoNDsU9GyDLw/CC8tO1YSWt/1hDpk65Tr/E5FbUcM/BENFc3l2WenX+VxPHzjFLDRuHqjlzJac/t1r+OkLTj1mWE=
08/febrero/2019,27/julio/2019,VIOLENCIA FAMILIAR EQUIPARADA,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEkK3stYKkSi+ehOKfdGrNaWPa8hnFO2Of63ojTNZL5/2YpZCudtzGzcAmeLU9VKPi1xzFMzj8hHN0CP0nic5WPMQ/la3t9W+mVYTWGO9TPTohlDNaJEbOhUjLm5nlUdSPHI8HbF6Dnj0aCRnejdexVd+UoM6ardLgmyYNQRzv7udHTSLYKcGvJtIwgJjtqr0Oi/WEvLSZ8XRZ8Nb2ssLIwQ=
